City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,tura,64.27,100.22,0.36,96,92,3.8,RU,1573253019
380,zarubino,42.65,131.06,37.53,43,29,9.91,RU,1573253019
381,kargasok,59.06,80.87,4.96,86,100,17.87,RU,1573252462
382,gombe,10.28,11.16,74.19,38,7,2.73,NG,1573253019
383,neiba,18.49,-71.42,87.8,70,40,13.87,DO,1573253019
384,mina,10.93,122.57,80.33,77,67,4.12,PH,1573253019
385,byron bay,-28.65,153.62,73.99,73,90,12.75,AU,1573252802
386,poum,41.28,20.71,43.88,90,1,3.11,MK,1573253019
387,porto walter,-8.27,-72.74,81.72,65,100,1.41,BR,1573253020
388,iwanai,42.97,140.51,33.66,81,100,16.15,JP,1573253020
389,coahuayana,18.62,-100.35,77.34,69,0,0.4,MX,1573253020
390,touros,-5.2,-35.46,78.8,78,40,6.93,BR,1573252474
391,gornyy,51.76,48.54,38.52,81,88,15.21,RU,1573253020
392,acapulco,16.86,-99.88,87.8,70,5,5.82,MX,1573253020
393,broken hill,-31.97,141.45,51.8,53,0,16.11,AU,1573253021
394,dunedin,-45.87,170.5,72.0,39,78,13.0,NZ,1573252481
395,kefamenanu,-9.45,124.48,86.4,43,15,3.2,ID,1573253021
396,bambanglipuro,-7.95,110.28,78.12,72,66,3.13,ID,1573253021
397,baza,37.49,-2.77,51.01,64,0,5.01,ES,1573253021
398,koslan,63.46,48.9,13.32,88,100,5.41,RU,1573253021
399,juneau,58.3,-134.42,37.4,93,90,8.63,US,1573253021
400,ngunguru,-35.62,174.5,70.0,79,48,11.99,NZ,1573253021
401,muros,42.77,-9.06,52.0,87,20,2.24,ES,1573252460
402,anadyr,64.73,177.51,6.8,92,0,6.71,RU,1573253022
403,matthews,35.12,-80.72,46.4,42,1,5.82,US,1573252750
404,bunbury,53.12,-2.65,41.0,86,20,2.24,GB,1573253022
405,airai,-8.93,125.41,80.83,37,3,5.37,TL,1573253022
406,general roca,-39.03,-67.58,75.2,12,13,6.93,AR,1573253022
407,batsfjord,70.63,29.72,17.6,85,20,2.24,NO,1573253023
408,alvaraes,-3.22,-64.8,77.0,88,40,5.82,BR,1573253023
409,valdivia,-39.81,-73.25,71.6,35,26,9.17,CL,1573253023
410,tremedal,-14.98,-41.41,70.27,62,0,4.03,BR,1573253023
411,sillamae,59.4,27.75,37.09,89,100,12.53,EE,1573253023
412,kurumkan,54.33,110.32,19.15,86,100,1.7,RU,1573253024
413,tadine,-21.55,167.88,81.7,49,5,4.32,NC,1573253024
414,doha,25.29,51.53,80.6,69,40,2.24,QA,1573252425
415,mancora,-4.1,-81.05,62.6,100,3,12.75,PE,1573253024
416,wang noi,14.23,100.72,79.0,73,20,4.7,TH,1573253024
417,abha,18.22,42.5,60.8,77,0,0.85,SA,1573253024
418,loves park,42.31,-89.06,28.4,53,1,9.17,US,1573253024
419,havoysund,71.0,24.66,21.2,85,40,4.7,NO,1573253024
420,husavik,50.56,-96.99,27.0,95,100,5.99,CA,1573252887
421,selfoss,63.94,-21.0,41.0,60,90,23.04,IS,1573253025
422,zacatlan,19.93,-97.97,52.81,99,99,6.15,MX,1573253025
423,hami,42.84,93.51,31.39,43,0,4.25,CN,1573253025
424,dunmore town,25.5,-76.65,79.75,74,36,8.03,BS,1573253025
425,tuatapere,-46.13,167.69,60.01,95,100,4.0,NZ,1573252478
426,longview,32.5,-94.74,53.6,57,1,5.82,US,1573253026
427,guapi,2.57,-77.89,75.67,95,100,4.18,CO,1573252862
428,narsaq,60.91,-46.05,39.2,32,0,7.23,GL,1573252878
429,kaohsiung,22.62,120.31,70.0,82,40,2.24,TW,1573253026
430,portland,43.66,-70.25,30.99,46,20,20.8,US,1573252382
431,bandundu,-3.32,17.38,73.78,86,100,1.9,CD,1573253026
432,aksu,52.04,76.93,35.6,75,90,11.18,KZ,1573253026
433,siljan,59.29,9.71,32.0,100,90,12.75,NO,1573253027
434,talaya,55.79,84.89,23.0,92,75,6.71,RU,1573252805
435,baykit,61.68,96.39,13.37,93,94,5.68,RU,1573253027
436,maniitsoq,65.42,-52.9,37.72,50,63,18.57,GL,1573252436
437,tornio,61.12,27.27,33.01,98,90,9.17,FI,1573253027
438,port hedland,-20.31,118.58,69.8,88,98,1.12,AU,1573253027
439,ihosy,-22.4,46.13,65.32,80,14,2.44,MG,1573253027
440,alugan,12.22,125.48,79.97,80,0,3.04,PH,1573252900
441,gornopravdinsk,60.06,69.92,7.3,91,55,4.79,RU,1573253028
442,luderitz,-26.65,15.16,59.0,87,10,5.82,NA,1573253028
443,jasper,33.83,-87.28,46.99,52,1,8.14,US,1573252831
444,isabela,10.2,122.99,76.68,74,6,3.71,PH,1573253028
445,chipinge,-20.19,32.62,66.54,71,0,6.73,ZW,1573253028
446,roman,46.92,26.93,57.2,93,40,2.24,RO,1573253028
447,porbandar,21.64,69.61,79.79,54,18,21.14,IN,1573253029
448,dongobesh,-4.07,35.37,57.76,94,48,8.86,TZ,1573253029
449,altay,47.83,88.13,14.29,76,34,2.46,CN,1573252490
450,mackay,53.65,-115.58,41.0,100,40,5.82,CA,1573253029
451,srandakan,-7.94,110.25,78.12,72,66,3.13,ID,1573253029
452,charters towers,-20.07,146.27,90.75,12,0,15.55,AU,1573253029
453,sargur,11.98,76.42,66.99,97,93,2.26,IN,1573253029
454,vila velha,-3.71,-38.6,80.6,74,75,8.05,BR,1573253030
455,pergamino,-33.9,-60.57,75.0,67,0,4.0,AR,1573253030
456,mount isa,-20.73,139.49,77.0,22,98,18.34,AU,1573253030
457,ati,13.21,18.34,82.47,15,0,7.76,TD,1573253030
458,batemans bay,-35.71,150.18,57.0,37,1,8.01,AU,1573253030
459,san cristobal,14.68,-86.92,68.04,93,62,2.57,HN,1573252432
460,zabol,31.03,61.49,52.14,43,0,12.68,IR,1573253031
461,port hardy,50.7,-127.42,53.6,62,90,9.17,CA,1573253031
462,cherskiy,68.75,161.3,11.7,74,84,4.72,RU,1573253020
463,bonavista,48.65,-53.11,46.99,85,100,4.0,CA,1573252805
464,fare,-16.7,-151.02,81.43,77,94,19.22,PF,1573253031
465,korem,12.51,39.52,52.38,57,64,1.74,ET,1573253031
466,teofilo otoni,-17.86,-41.51,72.16,66,5,6.11,BR,1573253032
467,rapid valley,44.06,-103.15,62.6,27,1,19.46,US,1573253032
468,cabedelo,-6.97,-34.84,78.8,78,20,8.05,BR,1573253032
469,hecun,29.94,119.31,52.16,77,0,0.58,CN,1573253032
470,odesskoye,54.21,72.97,24.67,67,65,9.8,RU,1573253032
471,inhambane,-23.87,35.38,75.49,88,69,18.95,MZ,1573253032
472,popondetta,-8.77,148.24,78.19,65,29,4.41,PG,1573253032
473,elko,40.83,-115.76,66.2,14,1,3.36,US,1573253033
474,meghri,38.9,46.25,45.93,40,0,1.86,AM,1573253033
475,klyuchi,52.25,79.17,34.54,81,100,11.88,RU,1573253033
476,pontianak,-0.02,109.34,79.0,88,76,1.72,ID,1573253033
477,udachnyy,66.42,112.4,-2.21,91,90,8.95,RU,1573253033
478,sungairaya,0.7,108.9,79.0,87,85,2.62,ID,1573253033
479,okato,-39.19,173.88,63.0,94,93,1.01,NZ,1573252853
480,grand-lahou,5.24,-5.0,81.91,78,42,6.02,CI,1573252895
481,abu kamal,34.45,40.92,63.07,32,0,3.11,SY,1573253034
482,north bend,43.41,-124.22,64.99,93,90,6.93,US,1573252427
483,krasnoarmeyskiy,46.12,40.39,55.35,58,64,5.93,RU,1573253034
484,apac,1.98,32.53,66.2,96,100,1.1,UG,1573253034
485,jixi,45.3,130.97,24.08,37,0,8.05,CN,1573253034
486,jerome,34.75,-112.11,75.0,10,1,16.11,US,1573253035
487,pombia,35.01,24.87,66.0,93,40,5.82,GR,1573253035
488,kirakira,-10.46,161.92,83.43,71,100,5.79,SB,1573253035
489,katobu,-4.94,122.53,87.08,57,0,2.95,ID,1573253035
490,atar,20.52,-13.05,74.1,23,93,6.38,MR,1573253035
491,caravelas,-17.73,-39.27,71.01,91,0,6.82,BR,1573253035
492,lauro muller,-28.39,-49.4,61.41,99,60,0.89,BR,1573253035
493,shebunino,57.66,40.04,28.4,100,90,2.24,RU,1573253036
494,leshukonskoye,64.9,45.76,15.06,90,100,5.55,RU,1573253036
495,awbari,26.59,12.77,76.69,23,67,15.1,LY,1573253036
496,santa cruz,-6.22,-36.02,72.48,84,15,7.49,BR,1573252932
497,sale,-38.11,147.06,54.0,76,62,10.0,AU,1573253036
498,rio gallegos,-51.62,-69.22,48.2,29,40,21.92,AR,1573252467
499,am timan,11.04,20.28,75.49,32,11,2.46,TD,1573253036
500,champerico,16.38,-93.6,80.6,65,40,17.22,MX,1573253036
501,viedma,-40.81,-62.99,51.33,62,93,13.06,AR,1573252476
502,panzhihua,26.59,101.72,52.25,87,52,1.01,CN,1573253037
503,tambun,-6.26,107.07,81.0,83,20,3.36,ID,1573253037
504,paranaiba,-19.68,-51.19,75.04,87,96,5.64,BR,1573253037
505,emerald,-23.53,148.16,82.99,19,0,14.99,AU,1573252479
506,kamogawa,35.13,140.08,57.0,71,75,12.75,JP,1573253037
507,andilamena,-17.01,48.57,65.97,88,58,5.99,MG,1573253038
508,otradnoye,59.77,30.8,33.01,96,90,6.71,RU,1573253038
509,cikupa,-7.49,108.52,77.23,71,46,1.23,ID,1573253038
510,yerbogachen,61.28,108.01,29.95,94,100,13.58,RU,1573253038
511,yeppoon,-23.13,150.74,84.2,32,0,8.05,AU,1573253038
512,kohtla-jarve,59.4,27.27,39.58,87,100,16.02,EE,1573253038
513,henties bay,-22.12,14.28,64.99,81,0,1.01,NA,1573253038
514,chipata,-13.64,32.65,76.46,57,24,11.83,ZM,1573253039
515,sarichioi,44.94,28.85,59.0,100,90,9.17,RO,1573253039
516,hobyo,5.35,48.53,79.68,80,95,5.68,SO,1573253039
517,diapaga,12.07,1.79,79.75,30,0,3.58,BF,1573253039
518,santiago del estero,-27.8,-64.26,85.96,43,81,6.2,AR,1573253039
519,miri,10.31,9.75,75.16,34,75,2.24,NG,1573253040
520,glencoe,42.75,-81.71,32.0,58,1,9.51,CA,1573253040
521,yarmouth,43.84,-66.12,32.0,89,90,16.11,CA,1573253040
522,nome,30.04,-94.42,53.6,71,40,5.82,US,1573252468
523,palana,59.08,159.95,33.89,78,20,7.34,RU,1573253040
524,keti bandar,24.14,67.45,71.53,34,0,14.18,PK,1573253040
525,sayyan,15.17,44.32,53.19,41,0,7.87,YE,1573253040
526,san rafael,-34.61,-68.33,75.78,29,55,13.27,AR,1573253040
527,jharsuguda,21.87,84.02,66.9,75,95,7.72,IN,1573253041
528,geraldton,49.72,-86.95,14.0,61,75,4.7,CA,1573253041
529,moshenskoye,58.52,34.59,32.49,97,65,3.65,RU,1573253041
530,biloela,-24.4,150.51,77.79,28,0,21.52,AU,1573253041
531,los llanos de aridane,28.66,-17.92,68.0,60,20,12.75,ES,1573253041
532,ouargaye,11.5,0.06,82.47,32,0,5.82,BF,1573253042
533,qasigiannguit,68.82,-51.19,39.2,29,73,29.97,GL,1573253042
534,buin,-33.73,-70.74,79.0,31,75,5.82,CL,1573253042
535,kota belud,6.35,116.43,75.2,88,75,8.05,MY,1573253042
536,fallon,46.84,-105.12,55.4,43,1,13.87,US,1573252850
537,velasco ibarra,-1.04,-79.64,79.92,68,70,4.68,EC,1573253042
538,vanimo,-2.67,141.3,81.75,69,100,5.86,PG,1573253042
539,salalah,17.01,54.1,78.8,74,0,3.36,OM,1573253043
540,kodinsk,58.6,99.18,30.04,90,100,11.83,RU,1573253043
541,hernani,43.27,-1.98,55.0,76,96,10.29,ES,1573253043
542,muscle shoals,34.75,-87.67,44.6,41,1,6.93,US,1573253043
543,le port,42.87,1.37,45.0,78,96,11.01,FR,1573253043
544,sungaipenuh,-2.08,101.38,65.25,85,100,0.69,ID,1573253043
545,krasnomayskiy,55.0,82.52,30.2,92,90,17.9,RU,1573253044
546,kalmunai,7.42,81.82,80.64,79,98,7.49,LK,1573253044
547,novikovo,51.15,37.89,43.81,86,100,9.89,RU,1573253044
548,washington,38.9,-77.04,39.99,35,75,6.93,US,1573252949
549,copiapo,-27.37,-70.33,59.0,77,90,12.75,CL,1573253044
550,burns lake,54.23,-125.76,37.31,95,100,0.31,CA,1573253044
551,hastings,-39.64,176.84,68.92,61,0,12.66,NZ,1573252831
552,ahvaz,31.32,48.68,62.6,67,0,2.24,IR,1573253045
553,hit,33.64,42.83,65.64,23,0,9.44,IQ,1573253045
554,amapa,15.09,-87.97,68.9,97,30,1.79,HN,1573253045
555,rassvet,49.11,45.47,51.35,92,0,11.52,RU,1573253045
556,phalodi,27.13,72.36,66.63,44,0,11.74,IN,1573253045
557,belyy yar,53.6,91.39,41.0,60,95,13.42,RU,1573253045
558,namangan,41.0,71.67,37.4,74,0,6.93,UZ,1573253045
559,ondjiva,-17.07,15.73,73.65,66,100,4.41,AO,1573253046
560,aneho,6.23,1.6,82.4,83,20,5.82,TG,1573253046
561,druzhba,52.05,33.94,41.16,91,82,13.29,UA,1573253046
